ts_utc,elapsed_s,scenario,deployment,replicas,ready,cpu_pct,desired
2026-07-13T00:50:09Z,547,hpa,patient-data,1,1,11,1
2026-07-13T00:50:09Z,547,hpa,data-transform,1,1,5,1
2026-07-13T00:50:15Z,553,hpa,api-gateway,1,1,1,1
2026-07-13T00:50:15Z,553,hpa,authorization,1,1,2,1
2026-07-13T00:50:15Z,553,hpa,patient-data,1,1,1,1
2026-07-13T00:50:15Z,553,hpa,data-transform,1,1,1,1
2026-07-13T00:50:20Z,558,hpa,api-gateway,1,1,1,1
2026-07-13T00:50:20Z,558,hpa,authorization,1,1,2,1
2026-07-13T00:50:20Z,558,hpa,patient-data,1,1,1,1
2026-07-13T00:50:20Z,558,hpa,data-transform,1,1,1,1
2026-07-13T00:50:25Z,563,hpa,api-gateway,1,1,1,1
2026-07-13T00:50:25Z,563,hpa,authorization,1,1,2,1
2026-07-13T00:50:25Z,563,hpa,patient-data,1,1,1,1
2026-07-13T00:50:25Z,563,hpa,data-transform,1,1,1,1
2026-07-13T00:50:31Z,569,hpa,api-gateway,1,1,1,1
2026-07-13T00:50:31Z,569,hpa,authorization,1,1,1,1
2026-07-13T00:50:31Z,569,hpa,patient-data,1,1,1,1
2026-07-13T00:50:31Z,569,hpa,data-transform,1,1,1,1
2026-07-13T00:50:36Z,574,hpa,api-gateway,1,1,1,1
2026-07-13T00:50:36Z,574,hpa,authorization,1,1,1,1
2026-07-13T00:50:36Z,574,hpa,patient-data,1,1,1,1
2026-07-13T00:50:36Z,574,hpa,data-transform,1,1,1,1
2026-07-13T00:50:41Z,579,hpa,api-gateway,1,1,1,1
2026-07-13T00:50:41Z,579,hpa,authorization,1,1,1,1
2026-07-13T00:50:41Z,579,hpa,patient-data,1,1,1,1
2026-07-13T00:50:41Z,579,hpa,data-transform,1,1,1,1
2026-07-13T00:50:47Z,585,hpa,api-gateway,1,1,1,1
2026-07-13T00:50:47Z,585,hpa,authorization,1,1,1,1
2026-07-13T00:50:47Z,585,hpa,patient-data,1,1,3,1
2026-07-13T00:50:47Z,585,hpa,data-transform,1,1,1,1
2026-07-13T00:50:52Z,590,hpa,api-gateway,1,1,1,1
2026-07-13T00:50:52Z,590,hpa,authorization,1,1,1,1
2026-07-13T00:50:52Z,590,hpa,patient-data,1,1,3,1
2026-07-13T00:50:52Z,590,hpa,data-transform,1,1,1,1
2026-07-13T00:50:57Z,595,hpa,api-gateway,1,1,1,1
2026-07-13T00:50:57Z,595,hpa,authorization,1,1,1,1
2026-07-13T00:50:57Z,595,hpa,patient-data,1,1,1,1
2026-07-13T00:50:57Z,595,hpa,data-transform,1,1,2,1
2026-07-13T00:51:03Z,601,hpa,api-gateway,1,1,1,1
2026-07-13T00:51:03Z,601,hpa,authorization,1,1,1,1
2026-07-13T00:51:03Z,601,hpa,patient-data,1,1,1,1
2026-07-13T00:51:03Z,601,hpa,data-transform,1,1,2,1
2026-07-13T00:51:08Z,606,hpa,api-gateway,1,1,1,1
2026-07-13T00:51:08Z,606,hpa,authorization,1,1,1,1
2026-07-13T00:51:08Z,606,hpa,patient-data,1,1,1,1
2026-07-13T00:51:08Z,606,hpa,data-transform,1,1,2,1
2026-07-13T00:51:13Z,611,hpa,api-gateway,1,1,5,1
2026-07-13T00:51:13Z,611,hpa,authorization,1,1,8,1
2026-07-13T00:51:13Z,611,hpa,patient-data,1,1,14,1
2026-07-13T00:51:13Z,611,hpa,data-transform,1,1,4,1
2026-07-13T00:51:19Z,617,hpa,api-gateway,1,1,5,1
2026-07-13T00:51:19Z,617,hpa,authorization,1,1,8,1
2026-07-13T00:51:19Z,617,hpa,patient-data,1,1,14,1
2026-07-13T00:51:19Z,617,hpa,data-transform,1,1,4,1
2026-07-13T00:51:24Z,622,hpa,api-gateway,1,1,5,1
2026-07-13T00:51:24Z,622,hpa,authorization,1,1,8,1
2026-07-13T00:51:24Z,622,hpa,patient-data,1,1,14,1
2026-07-13T00:51:24Z,622,hpa,data-transform,1,1,4,1
2026-07-13T00:51:29Z,627,hpa,api-gateway,1,1,45,1
2026-07-13T00:51:29Z,627,hpa,authorization,1,1,12,1
2026-07-13T00:51:29Z,627,hpa,patient-data,1,1,32,1
2026-07-13T00:51:29Z,627,hpa,data-transform,1,1,2,1
2026-07-13T00:51:35Z,633,hpa,api-gateway,1,1,45,1
2026-07-13T00:51:35Z,633,hpa,authorization,1,1,12,1
2026-07-13T00:51:35Z,633,hpa,patient-data,1,1,32,1
2026-07-13T00:51:35Z,633,hpa,data-transform,1,1,2,1
2026-07-13T00:51:40Z,638,hpa,api-gateway,1,1,45,1
2026-07-13T00:51:40Z,638,hpa,authorization,1,1,12,1
2026-07-13T00:51:40Z,638,hpa,patient-data,1,1,32,1
2026-07-13T00:51:40Z,638,hpa,data-transform,1,1,2,1
2026-07-13T00:51:45Z,643,hpa,api-gateway,1,1,36,1
2026-07-13T00:51:45Z,643,hpa,authorization,1,1,12,1
2026-07-13T00:51:45Z,643,hpa,patient-data,1,1,28,1
2026-07-13T00:51:45Z,643,hpa,data-transform,1,1,2,1
2026-07-13T00:51:51Z,649,hpa,api-gateway,1,1,36,1
2026-07-13T00:51:51Z,649,hpa,authorization,1,1,12,1
2026-07-13T00:51:51Z,649,hpa,patient-data,1,1,28,1
2026-07-13T00:51:51Z,649,hpa,data-transform,1,1,2,1
2026-07-13T00:51:56Z,654,hpa,api-gateway,1,1,36,1
2026-07-13T00:51:56Z,654,hpa,authorization,1,1,12,1
2026-07-13T00:51:56Z,654,hpa,patient-data,1,1,28,1
2026-07-13T00:51:56Z,654,hpa,data-transform,1,1,2,1
2026-07-13T00:52:01Z,659,hpa,api-gateway,1,1,36,1
2026-07-13T00:52:01Z,659,hpa,authorization,1,1,10,1
2026-07-13T00:52:01Z,659,hpa,patient-data,1,0,28,1
2026-07-13T00:52:01Z,659,hpa,data-transform,1,1,1,1
2026-07-13T00:52:07Z,665,hpa,api-gateway,1,1,36,1
2026-07-13T00:52:07Z,665,hpa,authorization,1,1,10,1
2026-07-13T00:52:07Z,665,hpa,patient-data,1,0,28,1
2026-07-13T00:52:07Z,665,hpa,data-transform,1,1,1,1
2026-07-13T00:52:12Z,670,hpa,api-gateway,1,1,32,1
2026-07-13T00:52:12Z,670,hpa,authorization,1,1,10,1
2026-07-13T00:52:12Z,670,hpa,patient-data,1,0,78,1
2026-07-13T00:52:12Z,670,hpa,data-transform,1,1,1,1
2026-07-13T00:52:17Z,675,hpa,api-gateway,1,1,32,1
2026-07-13T00:52:17Z,675,hpa,authorization,1,1,10,1
2026-07-13T00:52:17Z,675,hpa,patient-data,1,0,78,1
2026-07-13T00:52:17Z,675,hpa,data-transform,1,1,1,1
2026-07-13T00:52:23Z,681,hpa,api-gateway,1,1,32,1
2026-07-13T00:52:23Z,681,hpa,authorization,1,1,10,1
2026-07-13T00:52:23Z,681,hpa,patient-data,1,0,78,1
2026-07-13T00:52:23Z,681,hpa,data-transform,1,1,1,1
2026-07-13T00:52:28Z,686,hpa,api-gateway,1,1,29,1
2026-07-13T00:52:28Z,686,hpa,authorization,1,1,10,1
2026-07-13T00:52:28Z,686,hpa,patient-data,1,0,21,1
2026-07-13T00:52:28Z,686,hpa,data-transform,1,1,2,1
2026-07-13T00:52:33Z,691,hpa,api-gateway,1,1,29,1
2026-07-13T00:52:33Z,691,hpa,authorization,1,1,10,1
2026-07-13T00:52:33Z,691,hpa,patient-data,1,0,21,1
2026-07-13T00:52:33Z,691,hpa,data-transform,1,1,2,1
2026-07-13T00:52:39Z,697,hpa,api-gateway,1,1,29,1
2026-07-13T00:52:39Z,697,hpa,authorization,1,1,10,1
2026-07-13T00:52:39Z,697,hpa,patient-data,1,0,21,1
2026-07-13T00:52:39Z,697,hpa,data-transform,1,1,2,1
2026-07-13T00:52:44Z,702,hpa,api-gateway,1,1,29,1
2026-07-13T00:52:44Z,702,hpa,authorization,1,1,10,1
2026-07-13T00:52:44Z,702,hpa,patient-data,1,0,25,1
2026-07-13T00:52:44Z,702,hpa,data-transform,1,1,1,1
2026-07-13T00:52:49Z,707,hpa,api-gateway,1,1,29,1
2026-07-13T00:52:49Z,707,hpa,authorization,1,1,10,1
2026-07-13T00:52:49Z,707,hpa,patient-data,1,0,25,1
2026-07-13T00:52:49Z,707,hpa,data-transform,1,1,1,1
2026-07-13T00:52:55Z,713,hpa,api-gateway,1,1,29,1
2026-07-13T00:52:55Z,713,hpa,authorization,1,1,10,1
2026-07-13T00:52:55Z,713,hpa,patient-data,1,0,25,1
2026-07-13T00:52:55Z,713,hpa,data-transform,1,1,1,1
2026-07-13T00:53:00Z,718,hpa,api-gateway,1,1,30,1
2026-07-13T00:53:00Z,718,hpa,authorization,1,1,11,1
2026-07-13T00:53:00Z,718,hpa,patient-data,1,0,28,1
2026-07-13T00:53:00Z,718,hpa,data-transform,1,1,1,1
2026-07-13T00:53:05Z,723,hpa,api-gateway,1,1,30,1
2026-07-13T00:53:05Z,723,hpa,authorization,1,1,11,1
2026-07-13T00:53:05Z,723,hpa,patient-data,1,0,28,1
2026-07-13T00:53:05Z,723,hpa,data-transform,1,1,1,1
2026-07-13T00:53:11Z,729,hpa,api-gateway,1,1,30,1
2026-07-13T00:53:11Z,729,hpa,authorization,1,1,11,1
2026-07-13T00:53:11Z,729,hpa,patient-data,1,0,28,1
2026-07-13T00:53:11Z,729,hpa,data-transform,1,1,1,1
2026-07-13T00:53:16Z,734,hpa,api-gateway,1,1,30,1
2026-07-13T00:53:16Z,734,hpa,authorization,1,1,11,1
2026-07-13T00:53:16Z,734,hpa,patient-data,1,0,23,1
2026-07-13T00:53:16Z,734,hpa,data-transform,1,1,1,1
2026-07-13T00:53:21Z,739,hpa,api-gateway,1,1,30,1
2026-07-13T00:53:21Z,739,hpa,authorization,1,1,11,1
2026-07-13T00:53:21Z,739,hpa,patient-data,1,0,23,1
2026-07-13T00:53:21Z,739,hpa,data-transform,1,1,1,1
2026-07-13T00:53:27Z,745,hpa,api-gateway,1,1,30,1
2026-07-13T00:53:27Z,745,hpa,authorization,1,1,11,1
2026-07-13T00:53:27Z,745,hpa,patient-data,1,0,22,1
2026-07-13T00:53:27Z,745,hpa,data-transform,1,1,1,1
2026-07-13T00:53:32Z,750,hpa,api-gateway,1,1,30,1
2026-07-13T00:53:32Z,750,hpa,authorization,1,1,11,1
2026-07-13T00:53:32Z,750,hpa,patient-data,1,0,22,1
2026-07-13T00:53:32Z,750,hpa,data-transform,1,1,1,1
2026-07-13T00:53:37Z,755,hpa,api-gateway,1,1,30,1
2026-07-13T00:53:37Z,755,hpa,authorization,1,1,11,1
2026-07-13T00:53:37Z,755,hpa,patient-data,1,0,22,1
2026-07-13T00:53:37Z,755,hpa,data-transform,1,1,1,1
2026-07-13T00:53:43Z,761,hpa,api-gateway,1,1,22,1
2026-07-13T00:53:43Z,761,hpa,authorization,1,1,9,1
2026-07-13T00:53:43Z,761,hpa,patient-data,1,0,22,1
2026-07-13T00:53:43Z,761,hpa,data-transform,1,1,1,1
2026-07-13T00:53:48Z,766,hpa,api-gateway,1,1,22,1
2026-07-13T00:53:48Z,766,hpa,authorization,1,1,9,1
2026-07-13T00:53:48Z,766,hpa,patient-data,1,0,22,1
2026-07-13T00:53:48Z,766,hpa,data-transform,1,1,1,1
2026-07-13T00:53:53Z,771,hpa,api-gateway,1,1,22,1
2026-07-13T00:53:53Z,771,hpa,authorization,1,1,9,1
2026-07-13T00:53:53Z,771,hpa,patient-data,1,0,22,1
2026-07-13T00:53:53Z,771,hpa,data-transform,1,1,1,1
2026-07-13T00:53:59Z,777,hpa,api-gateway,1,1,1,1
2026-07-13T00:53:59Z,777,hpa,authorization,1,1,1,1
2026-07-13T00:53:59Z,777,hpa,patient-data,1,1,18,1
2026-07-13T00:53:59Z,777,hpa,data-transform,1,1,1,1
2026-07-13T00:54:04Z,782,hpa,api-gateway,1,1,1,1
2026-07-13T00:54:04Z,782,hpa,authorization,1,1,1,1
2026-07-13T00:54:04Z,782,hpa,patient-data,1,1,18,1
2026-07-13T00:54:04Z,782,hpa,data-transform,1,1,1,1
2026-07-13T00:54:09Z,787,hpa,api-gateway,1,1,1,1
2026-07-13T00:54:09Z,787,hpa,authorization,1,1,1,1
2026-07-13T00:54:09Z,787,hpa,patient-data,1,1,18,1
2026-07-13T00:54:09Z,787,hpa,data-transform,1,1,1,1
2026-07-13T00:54:15Z,793,hpa,api-gateway,1,1,1,1
2026-07-13T00:54:15Z,793,hpa,authorization,1,1,4,1
2026-07-13T00:54:15Z,793,hpa,patient-data,1,1,15,1
2026-07-13T00:54:15Z,793,hpa,data-transform,1,1,1,1
2026-07-13T00:54:20Z,798,hpa,api-gateway,1,1,1,1
2026-07-13T00:54:20Z,798,hpa,authorization,1,1,4,1
2026-07-13T00:54:20Z,798,hpa,patient-data,1,1,15,1
2026-07-13T00:54:20Z,798,hpa,data-transform,1,1,1,1
2026-07-13T00:54:25Z,803,hpa,api-gateway,1,1,1,1
2026-07-13T00:54:25Z,803,hpa,authorization,1,1,4,1
2026-07-13T00:54:25Z,803,hpa,patient-data,1,1,15,1
2026-07-13T00:54:25Z,803,hpa,data-transform,1,1,1,1
2026-07-13T00:54:31Z,809,hpa,api-gateway,1,1,1,1
2026-07-13T00:54:31Z,809,hpa,authorization,1,1,1,1
2026-07-13T00:54:31Z,809,hpa,patient-data,1,1,1,1
2026-07-13T00:54:31Z,809,hpa,data-transform,1,1,3,1
2026-07-13T00:54:36Z,814,hpa,api-gateway,1,1,1,1
2026-07-13T00:54:36Z,814,hpa,authorization,1,1,1,1
2026-07-13T00:54:36Z,814,hpa,patient-data,1,1,1,1
2026-07-13T00:54:36Z,814,hpa,data-transform,1,1,3,1
2026-07-13T00:54:41Z,819,hpa,api-gateway,1,1,2,1
2026-07-13T00:54:41Z,819,hpa,authorization,1,1,1,1
2026-07-13T00:54:41Z,819,hpa,patient-data,1,1,1,1
2026-07-13T00:54:41Z,819,hpa,data-transform,1,1,1,1
2026-07-13T00:54:46Z,824,hpa,api-gateway,1,1,2,1
2026-07-13T00:54:46Z,824,hpa,authorization,1,1,1,1
2026-07-13T00:54:46Z,824,hpa,patient-data,1,1,1,1
2026-07-13T00:54:46Z,824,hpa,data-transform,1,1,1,1
2026-07-13T00:54:52Z,830,hpa,api-gateway,1,1,2,1
2026-07-13T00:54:52Z,830,hpa,authorization,1,1,1,1
2026-07-13T00:54:52Z,830,hpa,patient-data,1,1,1,1
2026-07-13T00:54:52Z,830,hpa,data-transform,1,1,1,1
2026-07-13T00:54:57Z,835,hpa,api-gateway,1,1,1,1
2026-07-13T00:54:57Z,835,hpa,authorization,1,1,1,1
2026-07-13T00:54:57Z,835,hpa,patient-data,1,1,6,1
2026-07-13T00:54:57Z,835,hpa,data-transform,1,1,1,1
2026-07-13T00:55:02Z,840,hpa,api-gateway,1,1,1,1
2026-07-13T00:55:02Z,840,hpa,authorization,1,1,1,1
2026-07-13T00:55:02Z,840,hpa,patient-data,1,1,6,1
2026-07-13T00:55:02Z,840,hpa,data-transform,1,1,1,1
2026-07-13T00:55:08Z,846,hpa,api-gateway,1,1,1,1
2026-07-13T00:55:08Z,846,hpa,authorization,1,1,1,1
2026-07-13T00:55:08Z,846,hpa,patient-data,1,1,6,1
2026-07-13T00:55:08Z,846,hpa,data-transform,1,1,1,1
2026-07-13T00:55:13Z,851,hpa,api-gateway,1,1,1,1
2026-07-13T00:55:13Z,851,hpa,authorization,1,1,1,1
2026-07-13T00:55:13Z,851,hpa,patient-data,1,1,3,1
2026-07-13T00:55:13Z,851,hpa,data-transform,1,1,0,1
2026-07-13T00:55:18Z,856,hpa,api-gateway,1,1,1,1
2026-07-13T00:55:18Z,856,hpa,authorization,1,1,1,1
2026-07-13T00:55:18Z,856,hpa,patient-data,1,1,3,1
2026-07-13T00:55:18Z,856,hpa,data-transform,1,1,0,1
2026-07-13T00:55:24Z,862,hpa,api-gateway,1,1,1,1
2026-07-13T00:55:24Z,862,hpa,authorization,1,1,1,1
2026-07-13T00:55:24Z,862,hpa,patient-data,1,1,3,1
2026-07-13T00:55:24Z,862,hpa,data-transform,1,1,0,1
2026-07-13T00:55:29Z,867,hpa,api-gateway,1,1,1,1
2026-07-13T00:55:29Z,867,hpa,authorization,1,1,1,1
2026-07-13T00:55:29Z,867,hpa,patient-data,1,1,1,1
2026-07-13T00:55:29Z,867,hpa,data-transform,1,1,1,1
2026-07-13T00:55:34Z,872,hpa,api-gateway,1,1,1,1
2026-07-13T00:55:34Z,872,hpa,authorization,1,1,1,1
2026-07-13T00:55:34Z,872,hpa,patient-data,1,1,1,1
2026-07-13T00:55:34Z,872,hpa,data-transform,1,1,1,1
